行政區,門牌,社區,交易日期,總價_萬元,單價_萬元每坪,總面積_坪,主建物佔比_pct,屋齡,樓別樓高_原始,交易標的_原始,建物格局_原始,緯度,經度,樓別,樓高,樓比,房數,廳數,衛數,含土地,含建物,含車位,交易季,屋齡分組,交易年月,dist_HSR,dist_min_超商,cnt_500m_超商,cnt_1km_超商,dist_avg_top3_超商,dist_avg_top5_超商,dist_min_學校,cnt_500m_學校,cnt_1km_學校,dist_avg_top3_學校,dist_avg_top5_學校,dist_min_捷運站,cnt_500m_捷運站,cnt_1km_捷運站,dist_avg_top3_捷運站,dist_avg_top5_捷運站,dist_min_早餐店,cnt_500m_早餐店,cnt_1km_早餐店,dist_avg_top3_早餐店,dist_avg_top5_早餐店,dist_min_咖啡店,cnt_500m_咖啡店,cnt_1km_咖啡店,dist_avg_top3_咖啡店,dist_avg_top5_咖啡店,dist_min_超市,cnt_500m_超市,cnt_1km_超市,dist_avg_top3_超市,dist_avg_top5_超市,dist_min_藥妝店,cnt_500m_藥妝店,cnt_1km_藥妝店,dist_avg_top3_藥妝店,dist_avg_top5_藥妝店,dist_min_速食店,cnt_500m_速食店,cnt_1km_速食店,dist_avg_top3_速食店,dist_avg_top5_速食店,dist_min_商圈,cnt_500m_商圈,cnt_1km_商圈,dist_avg_top3_商圈,dist_avg_top5_商圈,dist_min_捷運,cnt_500m_捷運,cnt_1km_捷運,dist_avg_top3_捷運,dist_avg_top5_捷運,dist_min_咖啡廳,cnt_500m_咖啡廳,cnt_1km_咖啡廳,dist_avg_top3_咖啡廳,dist_avg_top5_咖啡廳,房價指數,原始列號
竹北,竹北市嘉興三街２８號五樓之七,禾美,12/5/2024,2900,55.08,52.65,61.83,7,五層/十四層,土1 建1車1,3房2廳2衛,24.823578,121.035437,5,14,0.357142857,3,2,2,1,1,1,2024Q4,6月10日,2024-12,1757.337406,152.8872763,6,16,223.5695183,291.7387263,425.3072174,3,3,449.3031843,719.7840968,,,,,,716.0249148,0,3,789.392855,920.3288811,900.7889745,0,2,1041.950059,1241.240742,448.5341042,1,1,843.5870635,985.1287238,953.5180795,0,1,1214.988947,1785.966752,904.7224474,0,1,1290.521683,1813.774021,984.6721353,0,1,1088.209574,1410.515165,,,,,,,,,,,265.15,9598
竹北,竹北市中央路２０９號二樓,富宇學學,12/5/2024,2315,45.13,51.3,61.04,7,二層/十四層,土1 建1車1,3房2廳2衛,24.838403,121.000601,2,14,0.142857143,3,2,2,1,1,1,2024Q4,6月10日,2024-12,5215.249575,87.58608092,7,21,134.5782538,199.4841606,174.776211,5,8,289.6790562,334.9501094,,,,,,142.0690851,2,4,473.7266893,711.8504834,808.3072864,0,1,1198.12499,1347.307048,229.248637,3,4,309.5408609,564.917805,251.1294252,2,4,444.1421873,755.8666854,542.1732251,0,1,1275.163972,2169.44695,557.1883103,0,1,1113.973763,1801.063099,,,,,,,,,,,265.15,9599
竹北,竹北市高鐵東二路６８號十三樓,寶佳奇磊,12/4/2024,1900,63.62,29.87,63.09,2,十三層/十四層,土1 建1車1,1房1廳1衛,24.807089,121.041852,13,14,0.928571429,1,1,1,1,1,1,2024Q4,0-5,2024-12,212.549902,25.81714558,7,17,142.0150639,218.9494542,520.1419243,0,6,573.9578153,635.6447056,,,,,,365.4092369,1,1,1103.142092,1391.315273,209.7556831,2,3,442.8106447,966.5595431,747.3772083,0,2,1036.630585,1278.705557,1968.497711,0,0,2192.509069,2896.624232,1086.46004,0,0,1649.511208,2537.769452,266.5473218,2,2,869.7381779,1606.843303,,,,,,,,,,,265.15,9600
竹北,竹北市新光街１７４號二樓,嘉年華,12/4/2024,600,23.89,25.12,67.68,31,二層/七層,土2 建1車0,2房1廳1衛,24.838214,120.998392,2,7,0.285714286,2,1,1,2,1,0,2024Q4,30+,2024-12,5375.554124,132.9847871,7,18,164.0419133,201.9548781,397.383694,2,7,468.2120748,526.922485,,,,,,168.1566205,2,2,540.9788634,788.7420575,969.6921209,0,1,1378.461164,1531.991679,280.5831726,2,4,398.6344779,688.1975824,414.7024684,2,2,634.560548,936.7650746,746.675804,0,1,1423.485538,2321.745572,343.5260108,1,1,1168.104712,1907.551301,,,,,,,,,,,265.15,9601
竹北,竹北市科大一路１４６號,昌禾原相,12/4/2024,3520,56.08,62.77,47.79,14,一層/十層,土1 建1車2,5房2廳3衛,24.820875,121.009981,1,10,0.1,5,2,3,1,1,2,2024Q4,11月20日,2024-12,3362.120033,2.337273404,7,16,51.91942097,154.2513293,351.0490868,2,4,483.9981603,692.0426505,,,,,,112.5328514,4,5,188.7940059,387.2016129,245.3759955,1,3,523.3179367,792.5321098,250.8104192,1,4,539.8000936,725.9162522,624.8180496,0,2,983.6561714,1219.937696,587.7498287,0,2,960.7634963,1300.286258,1151.062267,0,0,1330.604797,1507.968368,,,,,,,,,,,265.15,9602
竹北,竹北市科大一路１８６號六樓,科大WinHouse,12/3/2024,2150,53.75,40,57.78,13,六層/十三層,土1 建1車1,2房2廳1衛,24.82057,121.010793,6,13,0.461538462,2,2,1,1,1,1,2024Q4,11月20日,2024-12,3273.477606,89.5168354,7,17,128.3977601,170.334425,288.4638605,2,4,446.4048265,651.7946136,,,,,,200.4006062,3,5,207.6446532,426.1122304,333.1353546,2,3,550.1291604,810.4305042,162.1658302,1,4,498.9021326,665.9844169,675.136418,0,2,988.8673025,1212.951272,617.4504414,0,2,958.0133967,1292.571902,1160.153458,0,0,1318.604345,1472.558644,,,,,,,,,,,265.15,9603
竹北,竹北市縣政二十一街２號三樓,nan,12/1/2024,630,16.47,38.26,62.68,25,"二層,三層/五層",土1 建3車0,2房1廳3衛,24.831296,120.999316,,5,,2,1,3,1,3,0,2024Q4,21-30,2024-12,4859.02453,202.283949,4,19,290.3967359,389.5459258,614.3141736,0,6,662.4729059,755.1608716,,,,,,465.7091509,1,3,632.7869099,862.6240891,750.1093699,0,1,1085.190338,1258.58175,502.7249817,0,1,859.047005,953.4908287,1005.62567,0,0,1034.078206,1062.161646,853.703041,0,1,1085.789581,1918.311665,966.196899,0,1,1218.641427,1795.80837,,,,,,,,,,,265.15,9604
竹北,竹北市縣政二路南段７０號十四樓之二,遠雄文華匯,11/30/2024,2450,58.11,42.16,57.81,7,十四層/十七層,土1 建1車1,2房2廳1衛,24.819338,121.011607,14,17,0.823529412,2,2,1,1,1,1,2024Q4,6月10日,2024-11,3143.401674,72.68214643,6,14,192.5619566,226.1582877,323.905332,2,4,457.2464789,649.4307082,,,,,,312.5119478,3,5,337.3139336,534.3747327,478.7226723,1,3,666.5777378,903.7912383,94.89833035,1,5,413.6784692,601.7365477,830.0359322,0,2,1061.464799,1222.462115,760.0636407,0,2,1019.120821,1342.319815,1277.447913,0,0,1385.764666,1497.499092,,,,,,,,,,,265.15,9605
竹北,竹北市科大一路１８８號十三樓,科大WinHouse,11/30/2024,2300,52.92,43.46,46.18,13,十三層/十三層,土1 建1車1,2房2廳1衛,24.820497,121.010786,13,13,1,2,2,1,1,1,1,2024Q4,11月20日,2024-11,3270.778261,92.47973577,7,16,130.2853709,171.0566333,293.0460412,2,4,448.9449305,654.2798769,,,,,,203.7669933,3,5,213.8837334,432.1293764,336.6125845,2,3,556.0314754,817.1270877,159.5908463,1,4,498.9850667,664.8598807,682.7880875,0,2,994.8081013,1217.385125,625.5545128,0,2,962.7180425,1296.900486,1168.191767,0,0,1324.834575,1477.190699,,,,,,,,,,,265.15,9606
竹北,竹北市光明九路６８號七樓之一,大任晶華,11/29/2024,720,61.57,11.69,62.16,18,七層/九層,土1 建1車0,1房2廳1衛,24.825053,121.010156,7,9,0.777777778,1,2,1,1,1,0,2024Q4,11月20日,2024-11,3563.594311,23.08286236,9,22,184.9186309,268.4809146,87.64131793,2,5,455.4220406,634.1164373,,,,,,89.95773232,4,7,254.4222941,387.1782063,352.7709586,3,5,397.3440072,549.7828985,190.2567624,1,3,512.2892578,744.5833589,190.2567624,2,2,530.1493182,879.216276,130.3056313,2,2,558.3326474,1087.092328,717.9724304,0,2,1022.188382,1307.029039,,,,,,,,,,,265.15,9607
竹北,竹北市自強南路５９巷３號五樓之六,涵碧樓,11/29/2024,960,47.74,20.11,59.71,20,五層/十四層,土1 建1車1,1房1廳1衛,24.817889,121.027261,5,14,0.357142857,1,1,1,1,1,1,2024Q4,11月20日,2024-11,1688.452321,85.36708355,9,32,153.3541776,211.8522772,497.7814922,1,7,541.9087219,600.5476116,,,,,,220.6774507,3,8,336.2806641,460.0960899,204.8672257,4,5,329.7172742,448.5382055,343.442848,3,11,394.8581505,447.03813,328.8489743,1,3,514.7993004,1135.323875,150.6336859,2,2,489.7316837,1089.259236,111.8918792,1,2,658.8583312,1074.992138,,,,,,,,,,,265.15,9608
竹北,竹北市六家五路二段２６２號十五樓,明日軸,11/29/2024,3438,48.68,70.62,42.67,12,十五層/二十五層,土1 建1車2,3房2廳2衛,24.800737,121.039047,15,25,0.6,3,2,2,1,1,2,2024Q4,11月20日,2024-11,863.0959027,247.2153124,3,11,311.101731,444.7285076,370.8526844,1,5,518.7609411,595.3599248,,,,,,1110.924894,0,0,1478.331124,1700.409165,832.3962739,0,2,907.2551401,1308.673911,393.4285733,1,2,898.9987822,1267.696312,2098.670599,0,0,2498.988925,3173.626827,1182.029063,0,0,1903.618037,2778.953802,592.9776881,0,2,1236.899878,1999.841835,,,,,,,,,,,265.15,9609
竹北,竹北市光明九路８２號二樓,京典,11/29/2024,1700,39.43,43.11,58.81,23,二層/十層,土1 建1車1,3房2廳2衛,24.825481,121.009534,2,10,0.2,3,2,2,1,1,1,2024Q4,21-30,2024-11,3641.9609,55.87774707,7,23,153.4141123,269.408572,157.8743201,1,5,479.4611363,652.4147885,,,,,,37.97068886,4,7,284.1961395,399.551936,314.4446677,2,6,414.1775483,559.0458913,116.7672591,1,3,494.7585516,752.0022962,116.7672591,2,2,474.2920586,848.8510936,116.7672591,2,2,513.9755211,1091.249841,711.6997365,0,2,1031.011858,1337.816984,,,,,,,,,,,265.15,9610
竹北,竹北市科大二街１５３號十四樓之二,星光,11/29/2024,3300,69.89,68,61.94,0,十四層/十四層,土1 建1車2,3房2廳2衛,24.819987,121.01051,14,14,1,3,2,2,1,1,2,2024Q4,0-5,2024-11,3273.488479,114.2627273,6,15,138.7434993,182.7501525,347.2625869,2,4,480.4920803,687.4074922,,,,,,217.7794928,3,5,259.9120944,471.2611516,347.5473313,1,3,598.2045233,867.2144356,175.8371486,1,4,516.2176309,676.2305812,731.5332108,0,2,1042.174219,1251.387936,682.4094564,0,2,1001.874843,1334.496873,1230.103444,0,0,1378.431628,1524.444545,,,,,,,,,,,265.15,9611
竹北,竹北市復興二路２５９號九樓之一,千代田,11/29/2024,2232,70.91,31.48,53.37,4,九層/二十四層,土1 建1車1,1房1廳1衛,24.80948,121.039396,9,24,0.375,1,1,1,1,1,1,2024Q4,0-5,2024-11,151.7747962,165.1229968,9,19,208.2680458,255.401914,556.9694037,0,6,649.5682816,757.6823972,,,,,,276.2841315,1,1,862.8918084,1101.844987,165.1229968,2,3,329.111068,769.0372172,801.7244329,0,2,927.0248188,1089.164588,1649.857731,0,0,1844.11896,2546.043721,829.7825069,0,1,1326.439294,2202.97846,233.6812359,2,2,744.4217953,1387.253235,,,,,,,,,,,265.15,9612
竹北,竹北市福興一路２０號十五樓之六,台科晶品,11/28/2024,1460,38.56,37.86,36.49,14,十五層/十五層,土1 建1車1,3房3衛,24.825646,121.004688,15,15,1,3,0,3,1,1,1,2024Q4,11月20日,2024-11,4075.961754,206.8750574,5,21,321.7867048,361.9764191,574.1983951,0,3,712.5665874,901.123501,,,,,,207.146567,3,6,385.6815382,508.3975007,516.2112397,0,4,675.6799053,804.3445663,447.130761,1,3,765.0821524,1017.316173,447.130761,1,2,714.9384607,1000.755159,447.130761,1,2,754.5876459,1417.130418,1063.76412,0,0,1317.500703,1610.978588,,,,,,,,,,,265.15,9613
竹北,竹北市十興路３０５巷１３弄１３號四樓,白手成家,11/28/2024,850,35.06,24.25,77.9,31,四層/五層,土3 建1車0,3房2廳2衛,24.832653,121.023318,4,5,0.8,3,2,2,3,1,0,2024Q4,30+,2024-11,3195.985243,95.12258249,3,22,276.3922557,375.0164143,435.1526573,1,5,568.1519518,711.8487549,,,,,,95.12258249,3,6,272.5920752,366.8175931,783.7442277,0,1,963.7903056,1087.027514,534.1808868,0,4,623.2903005,764.4611027,1101.692313,0,0,1297.201046,1382.614751,1467.206587,0,0,1548.749729,1661.305691,538.4483024,0,2,861.0638379,1074.559692,,,,,,,,,,,265.15,9614
竹北,竹北市新光街１４６巷１０號五樓,nan,11/27/2024,257,9.57,26.87,79.61,29,五層/五層,土1 建1車0,2房1廳2衛,24.83887,120.997555,5,5,1,2,1,2,1,1,0,2024Q4,21-30,2024-11,5487.026262,146.9285944,8,16,203.2288425,240.2697601,434.9335487,2,7,516.4203712,583.1618209,,,,,,279.2773839,2,2,578.7059994,828.4574447,1080.519048,0,0,1475.62609,1625.116018,358.3046448,2,4,457.3350072,751.2041125,448.9791423,1,2,697.8870305,1018.083295,848.4238699,0,1,1531.062031,2430.836791,245.6888795,1,1,1207.166658,1974.223477,,,,,,,,,,,265.15,9615
竹北,竹北市新泰路９６號六樓之二,名人大廈,11/27/2024,500,12.78,37.26,76.26,30,六層/十層,土1 建1車1,3房2廳2衛,24.840149,121.008325,6,10,0.6,3,2,2,1,1,1,2024Q4,21-30,2024-11,4784.127004,47.17254314,10,31,121.4857143,176.899834,430.6215619,2,6,455.9992106,536.7881338,,,,,,12.41364476,2,5,422.9610003,634.744071,504.3840608,0,4,708.8659864,816.128676,447.3170565,1,5,550.4259422,719.5351375,409.9216601,1,4,537.7735686,731.4701909,494.072921,1,1,1199.754541,1967.252459,794.2647456,0,1,1104.346629,1590.842992,,,,,,,,,,,265.15,9616
竹北,竹北市嘉豐北路１６號二十一樓,遠雄鉑悅,11/27/2024,1570,51.21,30.66,53.52,5,二十一層/二十三層,土1 建1車2,1房1廳1衛,24.813216,121.036448,21,23,0.913043478,1,1,1,1,1,2,2024Q4,0-5,2024-11,662.6207957,98.02972371,4,20,174.155648,297.0121156,596.3107231,0,6,714.6832187,801.2619826,,,,,,638.9419892,0,5,767.898768,843.0576365,632.0215711,0,4,660.4790481,815.0142244,671.3311293,0,2,883.6196224,991.3961012,1293.777614,0,0,1391.13898,2085.907277,731.9046605,0,1,980.8883731,1809.021018,649.5824113,0,2,877.4107553,1264.814696,,,,,,,,,,,265.15,9617
竹北,竹北市白地街２８７號,綠光森林NO21,11/27/2024,1435,38.77,37.01,67.6,7,一層/十二層,土5 建1車1,3房2廳2衛,24.847284,120.968013,1,12,0.083333333,3,2,2,5,1,1,2024Q4,6月10日,2024-11,8482.153287,852.4692516,0,1,995.3660784,1210.841936,760.1410666,0,1,1421.544502,2051.602792,,,,,,3099.224942,0,0,3379.27409,3672.404402,4169.622248,0,0,4514.037297,4660.871381,3305.440532,0,0,3471.419086,3753.927166,3471.93625,0,0,3768.083796,4082.809534,3972.684563,0,0,4541.510483,5440.414632,2883.624454,0,0,4159.449858,4982.331769,,,,,,,,,,,265.15,9618
竹北,竹北市十興五街１２２號六樓,椰林IS,11/27/2024,3020,55.25,54.66,59.73,9,六層/十四層,土1 建1車1,3房2廳2衛,24.824322,121.036478,6,14,0.428571429,3,2,2,1,1,1,2024Q4,6月10日,2024-11,1811.454986,193.9011462,4,12,321.0137756,381.0288152,520.8497799,0,3,546.3012513,822.8616648,,,,,,849.7149293,0,3,912.3217692,1023.305092,1031.427441,0,0,1169.724233,1369.527656,526.6472217,0,1,938.4313139,1092.11504,1080.77385,0,0,1339.583275,1897.852071,1038.053008,0,0,1415.539618,1927.368785,1117.690332,0,0,1188.842652,1497.168394,,,,,,,,,,,265.15,9619
竹北,竹北市新瀧三街３３號八樓,森陽JOY-Q,11/26/2024,2325,55.15,42.16,62.13,2,八層/十三層,土2 建1車1,3房2廳2衛,24.833054,121.025541,8,13,0.615384615,3,2,2,2,1,1,2024Q4,0-5,2024-11,3120.351152,118.1295316,2,19,262.4568377,398.7837505,470.2236409,1,5,700.8079927,810.9630643,,,,,,14.8978123,3,7,213.620775,389.8736933,1011.383855,0,0,1112.236201,1211.377705,762.8918576,0,4,815.8671124,887.1632733,1132.813028,0,0,1385.92963,1520.559396,1572.521398,0,0,1693.253064,1795.520752,522.0326456,0,1,950.7232276,1173.542532,,,,,,,,,,,265.15,9620
竹北,竹北市興隆路三段１５５號十三樓,天琚,11/26/2024,8128,55.05,165.86,52.35,7,十三層/二十七層,土1 建1車4,4房2廳5衛,24.80641,121.025582,13,27,0.481481481,4,2,5,1,1,4,2024Q4,6月10日,2024-11,1505.214662,196.1953339,5,15,244.4535891,322.6120668,702.5441815,0,3,734.3335389,863.5367172,,,,,,360.793942,2,3,589.6768211,835.6927389,521.1465485,0,2,770.0283319,1033.006664,347.1032971,1,5,712.4575617,817.915028,802.0250829,0,1,1410.909991,1975.452911,621.6994253,0,1,1056.799741,1722.2363,1291.767462,0,0,1363.642713,1682.969679,,,,,,,,,,,265.15,9621
竹北,竹北市新工五路１３號九樓之六,碧友富貴,11/26/2024,1300,35.61,36.5,63.83,11,九層/十層,土1 建1車1,2房2廳1衛,24.848414,121.004536,9,10,0.9,2,2,1,1,1,1,2024Q4,11月20日,2024-11,5730.163897,40.28090252,2,9,337.6521546,445.5755671,735.6993003,0,2,908.9126294,995.8969588,,,,,,44.42809173,1,3,660.304222,883.6276062,1185.740424,0,0,1294.442958,1457.781643,600.7352753,0,3,828.631358,1187.264845,924.4748497,0,2,1094.579888,1443.687848,1329.562197,0,0,2123.770679,2909.800341,1403.377728,0,0,1789.862507,2374.295853,,,,,,,,,,,265.15,9622
竹北,竹北市嘉豐十路１號九樓之五,竹冠富翼,11/25/2024,1068,45.66,23.39,35.87,17,九層/十三層,土1 建1車1,1房1廳1衛,24.808954,121.03477,9,13,0.692307692,1,1,1,1,1,1,2024Q4,11月20日,2024-11,564.527606,233.184686,7,25,261.1504254,292.4408438,420.8599642,2,5,453.848518,527.4513471,,,,,,710.3991482,0,3,750.7186614,926.8191054,188.1742012,1,4,428.7977332,665.0661148,630.7903531,0,5,680.8057512,780.0536005,1228.255644,0,0,1538.342325,2224.943772,359.3109807,1,1,970.3536582,1849.123952,386.7011829,1,2,768.6110417,1316.589755,,,,,,,,,,,265.15,9623
竹北,竹北市華興三街１３７之２號五樓,久煜恬園,11/25/2024,1647,37.26,44.2,62.14,1,五層/十一層,土1 建1車1,3房2廳2衛,24.839404,120.996625,5,11,0.454545455,3,2,2,1,1,1,2024Q4,0-5,2024-11,5597.524306,36.11386032,8,14,211.8009334,269.4686666,489.363036,1,7,565.652209,625.7100008,,,,,,335.4515208,2,2,635.9600484,884.1286118,1191.503395,0,0,1577.277385,1724.398887,440.9523955,1,4,537.1713615,832.3499397,518.3386025,0,2,784.2102232,1113.567959,956.4856893,0,1,1638.325433,2539.324654,153.7957839,1,1,1250.06323,2044.051396,,,,,,,,,,,265.15,9624
竹北,竹北市溝貝街１７１之１號七樓,晴定竹北,11/25/2024,1150,43.05,26.71,54.09,0,七層/九層,土1 建1車1,2房1廳1衛,24.850671,120.99316,7,9,0.777777778,2,1,1,1,1,1,2024Q4,0-5,2024-11,6688.956543,423.8480239,1,3,763.9707334,918.5560298,834.0089001,0,1,1275.258694,1474.589113,,,,,,1082.675855,0,0,1283.193114,1587.311517,2278.927032,0,0,2372.583771,2498.015499,1451.451414,0,0,1489.12697,1781.764773,1413.037842,0,0,1716.508824,2117.808948,2011.785825,0,0,2799.99574,3679.560064,1300.54997,0,0,2327.198929,3089.687803,,,,,,,,,,,265.15,9625
竹北,竹北市勝利八街一段２２９號十八樓之八,國賓大悅,11/25/2024,2480,56.95,43.55,55.55,8,十八層/二十七層,土1 建1車1,3房2廳2衛,24.824388,121.030509,18,27,0.666666667,3,2,2,1,1,1,2024Q4,6月10日,2024-11,2034.417303,146.2366866,14,23,164.8813982,195.354519,333.8607902,3,5,369.1732211,504.7379343,,,,,,327.3329987,1,6,496.3781834,558.8798867,477.169791,1,3,673.7345259,949.1014518,117.8218,1,5,404.9492183,576.4940602,570.014959,0,2,849.4329236,1364.698301,643.2797196,0,1,1131.763903,1516.855892,649.3755058,0,3,677.4975868,1178.990185,,,,,,,,,,,265.15,9626
竹北,竹北市縣華街１８６號三樓,青松NO.10,11/25/2024,2050,55.73,36.41,69.65,0,三層/五層,土1 建1車1,3房2廳2衛,24.833406,121.00514,3,5,0.6,3,2,2,1,1,1,2024Q4,0-5,2024-11,4509.810318,120.1091405,6,27,151.0705871,248.9956358,293.8541129,2,8,391.3477815,470.8470928,,,,,,417.8185547,1,5,615.4662673,723.025498,125.8827823,1,3,572.8296466,807.8978527,516.4972263,0,5,682.8359402,749.4435702,410.7855049,2,6,551.8850352,661.9759018,345.5608425,1,3,733.2542353,1561.86699,627.8053577,0,2,910.5517146,1417.708618,,,,,,,,,,,265.15,9627
竹北,竹北市復興一街１７９號十三樓之二,德翼凱撒特區,11/25/2024,4260,40.38,105.51,52.62,16,"十三層,見其他登記事項/十三層",土1 建1車2,4房2廳3衛,24.81319,121.033229,10,13,0.769230769,4,2,3,1,1,2,2024Q4,11月20日,2024-11,892.3063284,125.9950448,7,23,238.4274563,286.5056642,292.6815698,2,8,469.6452398,642.1337318,,,,,,411.2885903,1,5,598.7657773,700.6263493,523.891339,0,6,685.9511533,774.5949015,349.7555233,1,4,584.6649334,750.8729225,969.007391,0,1,1135.195682,1822.152588,543.9038722,0,3,740.5715355,1552.897789,803.7722667,0,2,899.4106344,1202.452379,,,,,,,,,,,265.15,9628
竹北,竹北市興隆路一段６３１號五樓之一,水公園,11/24/2024,1650,68.71,24.02,53.53,6,五層/十五層,土1 建1車0,2房2廳1衛,24.817797,121.012052,5,15,0.333333333,2,2,1,1,1,0,2024Q4,6月10日,2024-11,3039.020489,127.1374644,5,13,310.6674765,358.9823384,359.7191598,2,4,457.3881572,703.7360226,,,,,,482.5764376,1,6,505.1957624,653.5144073,630.3153368,0,2,821.4742496,980.5647377,241.249338,2,4,398.0227084,608.6224876,1006.896236,0,0,1140.965313,1269.984644,935.921767,0,1,1112.650757,1426.062258,1336.012762,0,0,1435.538043,1575.709493,,,,,,,,,,,265.15,9629
竹北,竹北市科大二街４３號十樓,科大湛,11/24/2024,3466,59.16,71.41,63.2,13,十層/十三層,土1 建1車2,3房2廳2衛,24.821498,121.007692,10,13,0.769230769,3,2,2,1,1,2,2024Q4,11月20日,2024-11,3601.295192,200.7650237,4,16,217.4158976,330.2909825,413.6284865,1,3,641.7104169,807.3195023,,,,,,136.789566,4,5,311.4949952,406.485158,65.65787039,1,3,514.0747125,804.4921453,490.9978584,1,3,675.4840935,855.1924993,564.673506,0,2,931.6473356,1244.494578,564.673506,0,2,947.4293863,1363.328383,1184.663877,0,0,1405.734361,1636.689364,,,,,,,,,,,265.15,9630
竹北,竹北市成功九街６３號六樓,悠森學,11/24/2024,3110,56.29,55.25,61.07,12,六層/十四層,土1 建1車1,3房2廳2衛,24.817936,121.016209,6,14,0.428571429,3,2,2,1,1,1,2024Q4,11月20日,2024-11,2655.022413,154.9716842,5,17,256.677066,324.866829,130.1197794,2,4,270.8972417,559.2714138,,,,,,474.7234341,1,5,557.9337073,642.3973882,650.5192336,0,4,755.4588701,871.9687101,147.7956871,4,7,250.8312124,390.0421678,902.9405755,0,1,1013.167807,1100.897365,981.3775238,0,1,1079.576134,1253.193734,971.7136903,0,1,1173.902338,1367.353701,,,,,,,,,,,265.15,9631
竹北,竹北市成功一街７３號三樓,桂冠,11/24/2024,2155,53.76,40.09,69.48,21,三層/十四層,土1 建1車1,3房2廳1衛,24.820418,121.024467,3,14,0.214285714,3,2,1,1,1,1,2024Q4,21-30,2024-11,2084.743565,33.35348711,12,31,120.5986323,182.131248,417.6144233,1,7,647.7631634,699.4669984,,,,,,512.9828,0,9,525.1482642,539.4014636,217.2233058,3,4,273.0977012,495.3063857,132.1925469,3,11,200.6043559,345.8923248,209.9060672,2,3,424.8998945,928.811511,382.8365796,2,2,772.4990887,1108.202862,320.382006,2,3,512.3823343,1017.305653,,,,,,,,,,,265.15,9632
竹北,竹北市勝利八街一段２２９號六樓之七,國賓大悅,11/24/2024,2070,59.44,34.82,59.28,8,六層/二十七層,土1 建1車1,2房2廳1衛,24.824388,121.030509,6,27,0.222222222,2,2,1,1,1,1,2024Q4,6月10日,2024-11,2034.417303,146.2366866,14,23,164.8813982,195.354519,333.8607902,3,5,369.1732211,504.7379343,,,,,,327.3329987,1,6,496.3781834,558.8798867,477.169791,1,3,673.7345259,949.1014518,117.8218,1,5,404.9492183,576.4940602,570.014959,0,2,849.4329236,1364.698301,643.2797196,0,1,1131.763903,1516.855892,649.3755058,0,3,677.4975868,1178.990185,,,,,,,,,,,265.15,9633
竹北,竹北市文采街３９號五樓之十二,四八行館,11/24/2024,780,67.18,11.61,63.39,17,五層/五層,土1 建1車0,1房1廳1衛,24.832086,121.016755,5,5,1,1,1,1,1,1,0,2024Q4,11月20日,2024-11,3548.479754,164.3603161,8,27,189.8349142,232.7132093,246.2198418,2,5,371.6559716,543.1302547,,,,,,199.9399968,2,5,466.8600035,617.5827277,193.2127766,2,4,463.6108528,688.3194082,141.9346155,3,4,280.6618269,507.0787688,810.234968,0,3,871.0506995,987.8527147,902.7866961,0,1,1045.702103,1386.852524,349.9749169,1,2,640.1589069,987.6652249,,,,,,,,,,,265.15,9634
竹北,竹北市新光一街５６號九樓,凡賽斯花園,11/24/2024,1950,41.68,46.78,55.71,10,九層/十三層,土1 建1車1,3房2廳2衛,24.83764,120.997559,9,13,0.692307692,3,2,2,1,1,1,2024Q4,6月10日,2024-11,5403.370779,167.2572962,7,16,195.8170586,225.6462384,486.8331932,1,7,515.5594329,578.2144105,,,,,,225.5371247,2,2,593.6262037,850.7021047,1009.162672,0,0,1430.999445,1592.272298,224.8494288,1,4,449.7221844,748.1951635,520.2242838,0,2,728.6055953,1009.111642,815.8156075,0,1,1453.291693,2350.734366,294.3773464,1,1,1186.17799,1937.093884,,,,,,,,,,,265.15,9635
竹北,竹北市華興三街５６號五樓之一,佳鋐華興悦,11/24/2024,1880,48.69,38.61,60.53,1,五層/十四層,土1 建1車1,3房2廳1衛,24.837711,120.998623,5,14,0.357142857,3,2,1,1,1,1,2024Q4,0-5,2024-11,5322.807217,77.26946835,7,18,144.303537,194.4638822,379.5850549,2,7,457.6230203,513.3758233,,,,,,122.2142047,2,2,538.5946572,785.2159704,919.8839534,0,1,1340.414078,1498.375471,228.2556995,2,4,388.4211102,675.8639907,435.2049045,2,2,632.4894818,916.3663484,711.4302955,0,1,1373.492498,2270.638035,384.9500443,1,1,1152.463823,1879.826582,,,,,,,,,,,265.15,9636
竹北,竹北市文采街２號八樓,椰林首選,11/24/2024,3100,42.31,73.27,46.13,18,八層/十層,土1 建1車2,4房2廳2衛,24.830512,121.016958,8,10,0.8,4,2,2,1,1,2,2024Q4,11月20日,2024-11,3406.440606,46.4657018,7,25,179.3747589,240.3835037,133.3240542,2,6,394.5054476,572.5669778,,,,,,305.7335501,1,8,504.723967,642.9762144,105.3655861,2,4,416.2107216,639.2347213,181.7614832,2,5,406.9572444,572.8698424,745.1657518,0,3,864.3815163,971.0875132,799.4016516,0,2,1016.331828,1306.969548,333.815752,1,3,638.6562598,926.359166,,,,,,,,,,,265.15,9637
