行政區,門牌,社區,交易日期,總價_萬元,單價_萬元每坪,總面積_坪,主建物佔比_pct,屋齡,樓別樓高_原始,交易標的_原始,建物格局_原始,緯度,經度,樓別,樓高,樓比,房數,廳數,衛數,含土地,含建物,含車位,交易季,屋齡分組,交易年月,dist_HSR,dist_min_超商,cnt_500m_超商,cnt_1km_超商,dist_avg_top3_超商,dist_avg_top5_超商,dist_min_學校,cnt_500m_學校,cnt_1km_學校,dist_avg_top3_學校,dist_avg_top5_學校,dist_min_捷運站,cnt_500m_捷運站,cnt_1km_捷運站,dist_avg_top3_捷運站,dist_avg_top5_捷運站,dist_min_早餐店,cnt_500m_早餐店,cnt_1km_早餐店,dist_avg_top3_早餐店,dist_avg_top5_早餐店,dist_min_咖啡店,cnt_500m_咖啡店,cnt_1km_咖啡店,dist_avg_top3_咖啡店,dist_avg_top5_咖啡店,dist_min_超市,cnt_500m_超市,cnt_1km_超市,dist_avg_top3_超市,dist_avg_top5_超市,dist_min_藥妝店,cnt_500m_藥妝店,cnt_1km_藥妝店,dist_avg_top3_藥妝店,dist_avg_top5_藥妝店,dist_min_速食店,cnt_500m_速食店,cnt_1km_速食店,dist_avg_top3_速食店,dist_avg_top5_速食店,dist_min_商圈,cnt_500m_商圈,cnt_1km_商圈,dist_avg_top3_商圈,dist_avg_top5_商圈,dist_min_捷運,cnt_500m_捷運,cnt_1km_捷運,dist_avg_top3_捷運,dist_avg_top5_捷運,dist_min_咖啡廳,cnt_500m_咖啡廳,cnt_1km_咖啡廳,dist_avg_top3_咖啡廳,dist_avg_top5_咖啡廳,房價指數,原始列號
板橋,板橋區中山路二段３６７之１號十一樓之一,青年大亨,5/18/2025,685,77.66,8.82,0.5922,28,十一層/十二層,土:1 建:1車:0,1房1衛,25.01935,121.479781,11,12,0.916666667,1,0,1,0,0,0,2025Q2,21-30,2025-05,1638.843012,49.94559531,19,43,128.7421605,184.2012999,385.4021271,2,5,445.4977279,564.3201763,918.2114381,0,1,1187.856713,1324.232178,475.4191501,1,3,740.4381084,867.3531999,139.7025342,2,4,447.7958301,647.7294707,81.03133328,3,5,134.013301,362.707559,312.725008,2,2,592.0009343,850.5710415,293.7024236,2,2,636.8563857,913.4196466,1186.104761,0,0,1445.308725,1570.599958,,,,,,,,,,,154.81,1478
板橋,板橋區大同街８巷５３號二樓,nan,5/18/2025,1150,49.37,23.29,0.8851,49,二層/四層,土:1 建:1車:0,2房2廳1衛,25.02642,121.477618,2,4,0.5,2,2,1,0,0,0,2025Q2,30+,2025-05,1887.439645,77.38506917,13,55,135.4067932,164.9875952,313.8675944,2,6,489.1154044,671.2116686,640.4098634,0,2,899.6658602,1180.616337,164.7488128,2,5,379.2446894,538.2803857,443.6038729,3,6,470.8458536,563.5957378,267.4986936,2,9,416.9594194,494.0231917,494.3451299,1,8,502.0044196,560.8097746,581.0903531,0,4,764.8994923,875.5395699,1068.999611,0,0,1521.416976,1682.428461,,,,,,,,,,,154.81,1479
板橋,板橋區中山路二段４６５巷２１號三樓,nan,5/18/2025,1460,60.33,24.2,1,51,"三層,陽台/四層",土:1 建:1車:0,5房2廳2衛,25.020888,121.481268,,4,,5,2,2,0,0,0,2025Q2,30+,2025-05,1841.422661,138.7724774,14,40,147.8588946,169.6312953,482.5173349,1,5,593.3765523,678.3757931,1141.118015,0,0,1275.974264,1428.620601,672.2185558,0,2,790.9405008,901.2446751,356.0397242,1,3,617.4628592,795.7082483,141.2488696,3,5,272.9621016,426.8982474,539.3973379,0,2,747.0218091,913.929894,519.062049,0,2,778.114564,1015.9365,1308.363863,0,0,1623.422942,1761.061782,,,,,,,,,,,154.81,1480
板橋,板橋區篤行路三段４６號十一樓,板橋大學城,5/18/2025,1668,37.62,44.34,0.727,25,十一層/十三層,土:1 建:1車:1,3房2廳2衛,24.986644,121.427568,11,13,0.846153846,3,2,2,0,0,0,2025Q2,21-30,2025-05,4828.178297,100.8571067,11,18,178.300563,199.0729914,346.7446121,2,2,650.7640263,1438.015522,3207.933607,0,0,3971.075106,4464.962245,160.9931821,1,2,1140.121437,1784.815022,2354.442143,0,0,2631.993509,2718.32261,235.997168,3,6,279.0192078,433.4220628,195.4150211,1,1,1870.327148,2252.497864,253.7305384,1,1,2535.440867,3194.518784,3533.304172,0,0,3894.248056,4151.759099,,,,,,,,,,,154.81,1481
板橋,板橋區藝文街１７９號四樓,興富發大悅,5/18/2025,1680,54.86,37.17,0.5566,4,四層/十九層,土:1 建:1車:1,2房2廳1衛,25.021734,121.451287,4,19,0.210526316,2,2,1,0,0,0,2025Q2,0-5,2025-05,1566.938883,219.4462255,7,30,280.9058049,333.706285,315.331126,2,4,500.8751344,718.4840169,1486.273619,0,0,1558.154894,1617.560735,410.7721303,1,3,583.2470612,784.7464551,988.1672363,0,1,1158.275974,1280.541248,329.0964964,2,4,527.5066301,721.1694397,583.7201462,0,2,982.6036533,1187.391374,983.4317599,0,1,1336.822972,1441.027164,1210.326472,0,0,1399.824127,1441.10485,,,,,,,,,,,154.81,1482
板橋,板橋區中山路一段２號十樓之九,金扶輪,5/18/2025,1838,53.01,34.67,0.7789,40,十層/十一層,土:1 建:1車:0,2房1廳2衛,25.007288,121.459638,10,11,0.909090909,2,1,2,0,0,0,2025Q2,30+,2025-05,921.1328713,39.94010085,23,63,77.7974261,102.5466718,337.7951054,2,6,460.6981609,533.4207094,131.9918338,1,3,598.7560285,870.813589,227.611877,2,7,381.0157807,466.0965772,15.78503331,3,14,174.115608,334.7736442,210.6555398,1,6,409.6984794,541.8016263,118.3203837,4,10,120.5995911,254.8880323,164.8806121,3,6,252.6098158,387.5105595,137.926817,2,7,319.7815339,446.8368687,,,,,,,,,,,154.81,1483
板橋,板橋區民生路三段３１５號三十一樓之３,巨蛋東京花園廣場,5/18/2025,1875,65.77,28.51,0.6125,19,三十一層/三十七層,土:2 建:1車:0,3房2廳1衛,25.031184,121.463034,31,37,0.837837838,3,2,1,0,0,0,2025Q2,11月20日,2025-05,1882.884449,14.39086425,18,50,67.54203426,102.8715823,514.3221306,0,3,640.2477747,802.2391716,696.044306,0,3,861.0595894,1245.678866,484.0447013,1,4,639.4125113,802.2770398,812.3084552,0,2,898.4013737,976.3063732,5.44948284,2,7,378.1246039,552.0160188,364.3119962,1,4,684.3019377,805.738323,814.3222193,0,2,891.8897966,1113.181236,386.2168576,1,1,1138.78261,1453.541783,,,,,,,,,,,154.81,1484
板橋,板橋區貴興路６號五樓之１,玖原富都,5/18/2025,2460,73.46,33.49,0.5866,8,五層/十五層,土:1 建:1車:0,2房2廳1衛,25.004503,121.457478,5,15,0.333333333,2,2,1,0,0,0,2025Q2,6月10日,2025-05,1299.294915,47.94025439,20,54,71.98312203,112.5720238,415.9661013,2,9,477.4873671,602.1378775,412.1310499,2,2,696.503331,1075.83137,38.64381832,3,6,237.7099611,468.7683584,380.1217399,3,12,397.2293728,461.4598063,475.3769948,1,7,687.0301734,765.234478,268.3053664,5,7,386.456105,429.6406645,308.4322092,1,5,455.4610601,586.3391883,459.3040839,1,5,549.6566529,724.4599464,,,,,,,,,,,154.81,1485
板橋,板橋區松柏街５０巷５１號七樓,仰德珍寶,5/18/2025,4385,77.99,63.95,0.7087,14,七層/十四層,土:1 建:1車:1,4房2廳2衛,25.029841,121.47651,7,14,0.5,4,2,2,0,0,0,2025Q2,11月20日,2025-05,2109.379153,102.1750625,20,47,187.7768194,212.1551855,116.7174028,2,4,368.057331,642.6002788,427.8882329,1,1,843.5266609,1255.673828,263.1405758,3,6,365.9824457,468.7903835,319.3498289,4,5,337.976386,481.5042735,114.9797819,3,6,305.6971499,413.2706692,193.6732876,4,7,232.4778716,320.8322601,345.7231659,1,2,738.125669,985.8464603,1217.623006,0,0,1619.00894,1825.229498,,,,,,,,,,,154.81,1486
板橋,板橋區新海路３５６號二樓之三,台北狀元,5/18/2025,470,38.76,12.13,0.7665,30,二層/十六層,土:1 建:1車:0,1房1廳1衛,25.024908,121.459984,2,16,0.125,1,1,1,0,0,0,2025Q2,21-30,2025-05,1263.970848,93.18133918,19,76,101.3859585,150.8575126,116.4640973,3,6,242.9399286,469.3272066,709.9209675,0,2,904.6067951,1057.265426,265.0997906,3,8,355.965891,453.0047953,108.6498971,1,6,511.5832327,623.3796024,108.6498971,3,10,247.4890931,409.9489132,140.3488901,2,7,465.6772039,601.5934635,106.0133433,1,2,660.9717311,924.8008747,391.0262098,1,2,839.8362691,1029.822369,,,,,,,,,,,154.81,1487
板橋,板橋區華江一路２３１號五樓,雙江翠,5/18/2025,2780,86.06,39.1,0.5876,5,五層/十五層,土:1 建:1車:1,3房2廳2衛,25.034539,121.472626,5,15,0.333333333,3,2,2,0,0,0,2025Q2,0-5,2025-05,2394.469343,16.87893375,8,33,129.6854798,197.4718084,265.3307767,1,3,595.1368857,835.7445017,556.869835,0,1,967.0861752,1480.395522,94.15707323,2,4,384.5742295,636.2300794,393.413902,1,4,563.4586566,763.1577733,351.4064948,1,4,502.9187568,639.0234899,430.904046,1,5,550.182186,605.4652953,545.4845671,0,2,915.7061171,1269.936271,1373.507217,0,0,1752.169492,2011.442681,,,,,,,,,,,154.81,1488
板橋,板橋區金門街２１５巷２弄１６號五樓,nan,5/17/2025,1150,45.47,25.29,0.6453,28,五層/七層,土:1 建:1車:0,2房2廳1衛,24.989468,121.432591,5,7,0.714285714,2,2,1,0,0,0,2025Q2,21-30,2025-05,4238.673875,71.39624853,12,19,147.310233,220.8812048,211.790911,2,3,414.9371311,1069.131461,2612.202716,0,0,3378.908128,3873.006461,148.9994923,1,2,931.9142747,1430.552883,1759.051627,0,0,2040.347368,2127.532886,107.0040291,4,6,310.7769735,401.476076,503.9470567,0,1,1579.756453,1846.884482,828.0992806,0,1,2332.071051,2835.021602,2951.013442,0,0,3304.830725,3561.414763,,,,,,,,,,,154.81,1489
板橋,板橋區三民路二段正隆巷１２弄２號三樓,nan,5/17/2025,960,32.8,29.27,1,44,"三層,陽台/五層",土:1 建:1車:0,2房2廳1衛,25.012762,121.478015,,5,,2,2,1,0,0,0,2025Q2,30+,2025-05,1372.586395,99.11845266,14,37,112.1474416,169.9264639,597.3382028,0,6,629.1716546,657.7227671,595.7701352,0,1,1138.978204,1374.776743,293.0874984,1,2,693.4365935,938.6721206,232.0838269,2,3,416.7493935,677.70528,575.0390651,0,3,713.8254411,959.1753297,412.5123949,1,2,687.1583165,915.5739039,544.8417835,0,2,741.0549325,1042.733702,1126.722752,0,0,1305.634946,1362.129284,,,,,,,,,,,154.81,1490
板橋,板橋區長江路一段２２８號六樓,勝輝新象社區,5/17/2025,600,51.2,11.72,0.618,27,六層/九層,土:1 建:1車:0,1房1廳1衛,25.030781,121.462812,6,9,0.666666667,1,1,1,0,0,0,2025Q2,21-30,2025-05,1840.146892,33.18361637,19,51,56.00289307,78.24722426,468.0525582,1,3,609.3653833,779.3277956,673.0283743,0,3,850.3080596,1222.026982,447.9336216,2,4,600.964978,761.1843524,763.002434,0,2,879.8336653,952.3599448,54.97140676,2,7,373.6462251,530.8541219,322.4552186,1,4,661.1414462,786.7291421,764.9684555,0,2,867.540669,1091.784909,336.7620573,1,1,1098.045894,1412.482293,,,,,,,,,,,154.81,1491
板橋,板橋區金華街５號五樓,金華名園,5/17/2025,1240,40.96,30.28,0.8097,37,五層/五層,土:1 建:1車:0,3房2廳2衛,25.020126,121.455517,5,5,1,3,2,2,0,0,0,2025Q2,30+,2025-05,1112.897026,29.30926483,16,50,75.60748853,100.7961413,257.9119788,2,5,428.3776433,569.5507939,1036.156401,0,0,1147.030198,1233.479379,119.1215362,2,7,394.7405197,529.8797544,621.1479122,0,3,757.1600034,871.1577164,70.71529087,3,6,229.6350323,420.2071696,179.9263938,1,2,626.7774443,792.9281809,687.4350434,0,1,963.2118562,1070.801292,1042.154286,0,0,1047.713235,1105.448757,,,,,,,,,,,154.81,1492
板橋,板橋區信義路７４巷２弄５號四樓,nan,5/17/2025,830,38.52,21.55,1,50,四層/四層,土:1 建:1車:0,3房2廳1衛,24.993304,121.456974,4,4,1,3,2,1,0,0,0,2025Q2,30+,2025-05,2455.065682,41.53770664,8,27,169.9753404,223.1727581,481.7800066,1,4,525.8301634,698.1827927,980.6030711,0,1,1690.24626,2094.507849,340.9955487,2,4,412.6744823,628.0861428,573.2643494,0,6,573.2643494,596.6689209,673.2625776,0,1,939.3433262,1155.972286,345.675475,2,6,419.6167971,509.3566855,941.3781964,0,1,1465.271398,1666.859272,1690.258017,0,0,1723.618939,1887.135701,,,,,,,,,,,154.81,1493
板橋,板橋區中正路３１８號八樓之１,世界之藝,5/16/2025,2840,61.84,53.42,0.6027,14,八層/十二層,土:1 建:1車:1,3房2廳2衛,25.02114,121.454738,8,12,0.666666667,3,2,2,0,0,0,2025Q2,11月20日,2025-05,1243.18741,99.61791562,14,47,111.7008832,123.3065036,254.5668193,3,5,388.5451101,550.6102797,1168.456973,0,0,1239.310542,1323.224226,58.62679841,2,7,387.4180684,552.7699628,690.8754273,0,2,824.9765627,964.3593469,68.33134897,2,5,228.635982,421.2122354,311.1166407,1,2,707.496444,893.8712757,686.4237123,0,1,1050.217816,1160.716524,1009.043008,0,0,1118.636685,1188.90577,,,,,,,,,,,154.81,1494
板橋,板橋區文化路二段５２２號十一樓,捷運千禧,5/16/2025,2538,59.56,42.61,0.7376,26,十一層/十二層,土:1 建:1車:1,3房2廳2衛,25.033692,121.476133,11,12,0.916666667,3,2,2,0,0,0,2025Q2,21-30,2025-05,2453.975014,173.0645692,13,33,207.3028316,248.2259526,332.3633387,1,4,595.8907744,865.8711814,603.3688436,0,1,1063.415018,1538.162884,169.1880338,3,5,322.7937436,542.7585064,432.0988562,1,4,547.5019172,751.9272845,372.1777904,1,5,507.499242,615.6917404,372.3258263,2,5,433.6814022,499.4411678,544.2505329,0,2,974.9701649,1299.876795,1539.999775,0,0,1871.419611,2111.198724,,,,,,,,,,,154.81,1495
板橋,板橋區文聖街１６５號四樓,江翠名門,5/16/2025,1350,69.2,19.51,0.6651,23,四層/八層,土:1 建:1車:0,2房2廳1衛,25.02724,121.479212,4,8,0.5,2,2,1,0,0,0,2025Q2,21-30,2025-05,2065.625666,29.49675678,14,42,52.94880606,128.7528743,283.9063835,1,3,552.2312056,761.8897347,744.1925511,0,1,1049.816796,1336.234039,56.26607626,2,5,362.3698361,564.6355445,593.4620618,0,5,595.4128859,687.3095659,168.2762499,2,8,404.847552,541.7450836,416.8740946,2,6,480.7898495,598.3773271,673.0174995,0,2,879.9730975,1002.722417,1253.66607,0,0,1690.406261,1855.694619,,,,,,,,,,,154.81,1496
板橋,板橋區三民路二段３５巷２號五樓之一,潤泰新大陸,5/16/2025,2815,57.54,48.93,0.8132,33,五層/二十一層,土:1 建:1車:0,4房2廳2衛,25.017045,121.479918,5,21,0.238095238,4,2,2,0,0,0,2025Q2,30+,2025-05,1583.214819,56.88724371,17,40,65.55081631,92.81629568,228.706924,3,4,365.9623521,546.1532641,807.617729,0,1,1251.692886,1397.85883,224.0679783,1,2,736.3328291,907.5954844,109.5069643,2,4,293.2997478,582.6740655,90.01064288,3,4,225.7879731,504.3679814,101.3626986,2,2,542.7482831,868.9952274,253.9427526,2,2,631.0777556,966.3116008,1282.028387,0,0,1433.968736,1532.512796,,,,,,,,,,,154.81,1497
板橋,板橋區永豐街５５巷１２弄９號五樓,nan,5/16/2025,1040,47.55,21.87,1,44,"五層,陽臺/五層",土:1 建:1車:0,3房2廳1衛,25.018541,121.473422,,5,,3,2,1,0,0,0,2025Q2,30+,2025-05,1015.032586,69.1799087,15,78,194.8348364,246.2930524,123.1781664,2,5,322.005176,523.1171153,462.1273756,1,3,736.4698489,873.181767,492.3732636,1,6,591.8274567,667.1758543,403.8397897,2,12,487.7308187,565.1667096,461.5744393,1,6,548.8924099,625.4198335,429.5607505,1,9,589.762384,650.8392829,405.6788847,2,4,531.6139081,703.6394002,628.1167437,0,2,852.622659,975.659849,,,,,,,,,,,154.81,1498
板橋,板橋區莊崑路８５號四樓,華盛頓,5/15/2025,270,8.44,32,0.5785,7,四層/十五層,土:1 建:1車:1,2房1廳1衛,24.998659,121.432559,4,15,0.266666667,2,1,1,0,0,0,2025Q2,6月10日,2025-05,3658.726823,513.0869581,0,8,570.7048077,628.0089149,278.3349951,1,1,855.285656,1174.09953,2250.73121,0,0,2889.76503,3360.798751,877.0087419,0,1,1503.869143,1771.025673,1461.149341,0,0,1836.581479,1940.238911,764.0051925,0,3,814.7797366,1054.801968,1443.797481,0,0,1790.529752,1953.67011,1678.410454,0,0,2320.045849,2628.514417,2342.782596,0,0,2761.838981,3019.689444,,,,,,,,,,,154.81,1499
板橋,板橋區南雅南路一段４巷１２號四樓之一,南雅雅築,5/15/2025,780,54.18,14.4,0.7155,29,四層/五層,土:1 建:1車:0,1房1廳1衛,25.005299,121.454845,4,5,0.8,1,1,1,0,0,0,2025Q2,21-30,2025-05,1396.058075,95.81467042,19,54,133.7795268,169.4166234,320.8415463,1,10,575.6658237,662.6302774,383.2305368,1,2,740.4692299,1154.775404,300.6657208,2,6,499.8221766,652.7116843,435.3326977,1,11,534.2587721,581.6126837,687.5413903,0,5,772.6753082,855.2650628,212.9554823,1,7,480.5402755,546.1866041,446.3137466,1,5,557.0745813,689.2234337,369.7584027,1,3,544.4045609,767.588229,,,,,,,,,,,154.81,1500
板橋,板橋區四川路二段４７巷７號三樓,nan,5/15/2025,710,43.15,16.46,1,49,"三層,陽台/四層",土:1 建:1車:0,2房1廳1衛,24.994546,121.454425,,4,,2,1,1,0,0,0,2025Q2,30+,2025-05,2420.14202,5.682153664,13,33,47.02559813,153.9143757,434.7905353,1,5,596.5197879,730.3953705,813.3868462,0,1,1590.510808,2035.75269,101.4322522,3,4,185.1889338,489.4557675,320.0600258,4,7,320.0600258,368.5367771,394.6643307,1,2,781.2239178,1073.304344,64.53597128,4,6,169.1647914,317.2905735,842.7665384,0,1,1382.058304,1595.136712,1532.723576,0,0,1619.081388,1809.814223,,,,,,,,,,,154.81,1501
板橋,板橋區四川路二段１號七樓之七,四川大樓,5/15/2025,700,56.59,12.37,0.6102,26,七層/十二層,土:1 建:1車:0,1房1廳1衛,24.99626,121.45639,7,12,0.583333333,1,1,1,0,0,0,2025Q2,21-30,2025-05,2166.361416,134.5688315,12,41,226.6772553,258.8620593,284.8260641,1,5,542.9653712,616.7744357,647.852407,0,1,1375.232434,1801.391638,333.5918002,2,6,414.6894182,546.2161998,284.7022298,5,9,315.0697463,347.83096,461.6052422,1,3,759.1192006,953.5742412,261.440068,5,7,332.9528978,389.9464811,615.3241676,0,1,1149.6904,1357.085267,1374.678254,0,0,1406.539456,1581.065135,,,,,,,,,,,154.81,1502
板橋,板橋區民生路三段１８８號十八樓,民生新埔,5/15/2025,1799,72.24,24.9,0.4774,12,十八層/二十六層,土:2 建:1車:0,2房2廳2衛,25.02915,121.465302,18,26,0.692307692,2,2,2,0,0,0,2025Q2,11月20日,2025-05,1652.887603,212.5502327,21,72,234.4914024,248.3043071,312.8148713,2,6,503.3712787,672.2096981,385.4046039,1,3,571.9604141,981.6109769,261.2679759,2,7,454.3242659,615.2980122,580.6646184,0,8,701.8096297,743.4002469,244.014375,3,10,327.3451264,462.6299423,242.0826698,1,10,498.6725603,593.9401171,535.4359196,0,4,665.9139995,884.1422691,459.0103706,1,2,989.7165128,1268.632681,,,,,,,,,,,154.81,1503
板橋,板橋區新府路１號十五樓,史丹佛,5/14/2025,7200,101.89,91.8,0.6265,18,十五層/二十四層,土:1 建:1車:2,4房2廳2衛,25.012204,121.463985,15,24,0.625,4,2,2,0,0,0,2025Q2,11月20日,2025-05,239.0977469,89.98853817,22,75,116.1297886,139.5322134,538.9407348,0,8,645.489926,704.6565132,239.2454912,2,4,432.0069633,715.9864109,233.3374362,2,8,422.021273,577.9344318,157.5754314,9,15,191.2924244,216.9517017,233.3374362,2,5,378.2377547,582.5967071,157.5754314,7,11,190.1971602,216.2945432,233.3374362,4,6,272.6689772,355.9604893,157.5754314,6,7,205.9194532,240.485571,,,,,,,,,,,154.81,1504
板橋,板橋區金門街３６９巷１１號四樓,歐堡名門,5/14/2025,1400,44.13,31.73,0.691,24,四層/七層,土:1 建:1車:0,3房2廳2衛,24.984636,121.428852,4,7,0.571428571,3,2,2,0,0,0,2025Q2,21-30,2025-05,4877.327641,69.48668985,8,17,135.1118317,155.5675501,369.6260005,1,2,759.5669299,1499.934378,3226.09071,0,0,4008.144523,4502.773815,108.8068363,1,2,1133.905401,1763.990143,2383.65935,0,0,2633.325512,2713.601304,25.79801053,3,6,172.3959658,426.0329432,160.4698808,1,1,1851.154532,2226.467141,256.3321736,1,1,2555.704108,3220.553436,3599.46953,0,0,3941.943689,4196.948786,,,,,,,,,,,154.81,1505
板橋,板橋區懷德街２３３巷２１號,nan,5/14/2025,1300,77.24,16.83,0.8185,49,一層/四層,土:1 建:1車:0,2房1廳1衛,25.028972,121.481077,1,4,0.25,2,1,1,0,0,0,2025Q2,30+,2025-05,2334.607677,41.35197708,11,34,121.2856493,188.367711,365.7311771,1,3,681.5384655,923.2600811,888.979922,0,1,1251.43812,1562.370511,262.3999523,2,4,452.93593,662.849688,756.787941,0,4,776.427255,867.439026,335.8673578,2,5,514.8818784,689.1335608,361.8887138,2,4,493.5628708,660.840183,808.7481274,0,1,1066.898227,1211.365311,1513.265128,0,0,1928.026719,2105.732047,,,,,,,,,,,154.81,1506
板橋,板橋區三民路二段１２３巷１７號二樓,nan,5/14/2025,1358,54.67,24.84,0.8495,50,二層/四層,土:1 建:1車:0,3房2廳2衛,25.015728,121.480092,2,4,0.5,3,2,2,0,0,0,2025Q2,30+,2025-05,1579.090256,90.20860818,17,41,94.82818252,106.262952,228.91993,2,4,371.598928,562.0540819,785.6012381,0,1,1279.980436,1447.814812,100.9678339,1,2,712.6766919,943.8706386,70.57648121,2,3,299.6739357,615.2364153,233.5484616,3,4,366.4611581,642.6736864,84.60381407,2,2,586.7274007,901.41321,340.7851001,2,2,681.3042374,1038.370773,1353.21817,0,0,1455.439134,1537.711354,,,,,,,,,,,154.81,1507
板橋,板橋區國光路１８７號六樓,台北百世順,5/13/2025,745,53.97,13.8,0.6594,29,六層/十層,土:1 建:1車:0,1房1衛,25.018659,121.460967,6,10,0.6,1,0,1,0,0,0,2025Q2,21-30,2025-05,601.1183281,38.38817751,15,84,82.89338924,131.2355663,464.2575782,1,7,622.820976,683.2613294,538.7624575,0,3,680.1911847,848.8628517,0,2,12,344.6052225,493.4576977,48.62610112,2,17,336.108727,418.9419545,248.2784715,1,9,486.0275251,563.9064595,512.0312478,0,12,532.8049465,542.7494233,543.1917958,0,6,651.3171969,716.8579047,543.1917958,0,6,598.153909,686.487805,,,,,,,,,,,154.81,1508
板橋,板橋區瑞安街５９巷３號二樓,nan,5/13/2025,1200,48.6,24.69,1,47,"二層,陽台/四層",土:1 建:1車:0,3房2廳2衛,25.022358,121.455613,,4,,3,2,2,0,0,0,2025Q2,30+,2025-05,1266.530887,121.9869689,13,46,136.146217,162.6481666,342.1905814,4,5,380.8469861,484.367527,1200.008622,0,0,1208.537414,1304.326304,134.1009182,2,6,357.5946783,536.9250335,552.6875214,0,3,758.0391093,921.0096179,114.687273,2,6,285.5079878,403.5197107,425.106093,1,3,649.735248,856.3609287,548.0400837,0,1,979.8651062,1156.344793,848.0166948,0,1,1083.366984,1163.029547,,,,,,,,,,,154.81,1509
板橋,板橋區文化路一段３２巷１０號三樓,nan,5/13/2025,1750,68.12,25.69,0.7206,28,三層/五層,土:1 建:1車:0,2房1廳1衛,25.011035,121.459798,3,5,0.6,2,1,1,0,0,0,2025Q2,21-30,2025-05,597.1086084,122.7573088,21,71,215.7600524,257.5827425,179.811101,2,5,369.8842539,587.3678733,337.7010622,1,3,522.3378064,808.3197083,210.1254561,2,8,421.1967385,543.2067077,212.716043,5,14,306.5822013,361.5133908,210.1254561,2,5,309.1457175,448.5652946,292.4435078,5,13,302.8444374,366.9704436,200.8790877,4,6,232.1901101,324.5973378,262.6899613,4,8,276.693099,369.8703268,,,,,,,,,,,154.81,1510
板橋,板橋區國慶路１４９巷２２弄４號二樓,nan,5/13/2025,1080,45.07,23.96,0.9119,43,二層/五層,土:1 建:1車:0,3房2廳1衛,24.997582,121.461381,2,5,0.4,3,2,1,0,0,0,2025Q2,30+,2025-05,1885.669647,118.4335819,11,39,169.4177903,209.275688,195.0524558,3,6,268.0083535,459.3460671,831.5762934,0,1,1303.653623,1620.607179,118.7378662,1,6,526.8423714,663.6487555,509.5735048,0,8,511.598841,618.9443407,402.1657941,1,3,704.9067154,910.3460858,156.9835373,2,7,291.5912163,492.0417556,644.8356979,0,1,1046.47912,1205.320215,1225.456329,0,0,1308.834205,1414.948082,,,,,,,,,,,154.81,1511
板橋,板橋區重慶路１３９巷１４號四樓,nan,5/13/2025,1065,47.82,22.27,0.8878,46,四層/五層,土:1 建:1車:0,2房2廳1衛,25.0044,121.463019,4,5,0.8,2,2,1,0,0,0,2025Q2,30+,2025-05,1111.230425,150.2441726,17,54,165.3670522,202.5709315,101.7797472,3,9,207.4597038,434.0053812,599.9997705,0,2,865.8660195,1059.71148,159.8148231,2,6,370.0722751,518.4370333,270.9751515,3,9,359.2440627,464.0997232,284.3075757,3,5,353.9831174,527.7253049,349.6347079,1,9,465.4018228,533.7890299,436.5035729,1,5,576.9111486,655.3050343,542.9828058,0,4,623.8849674,767.8019188,,,,,,,,,,,154.81,1512
板橋,板橋區漢生東路２６８之１號二十樓,國家世紀館,5/13/2025,5580,82.42,70.66,0.6175,18,二十層/二十九層,土:1 建:1車:1,4房2廳2衛,25.012623,121.468891,20,29,0.689655172,4,2,2,0,0,0,2025Q2,11月20日,2025-05,480.2813178,55.64074933,15,65,90.25217045,161.0925466,401.3188927,2,6,508.7585512,638.1930763,411.2805354,1,3,495.4275937,781.8715889,299.6841892,2,4,449.003011,646.5920654,230.3067073,3,12,318.6404424,412.2184273,723.0197909,0,3,813.6434554,915.7214797,230.3067073,4,8,318.6404424,401.2606101,230.3067073,1,5,502.800103,660.2391864,230.3067073,2,6,426.8961435,506.9621799,,,,,,,,,,,154.81,1513
板橋,板橋區四川路二段２４５巷３７弄３號七樓之三,皇普大阪城綠寶石區,5/13/2025,1100,57.69,19.07,0.6224,27,七層/十一層,土:1 建:1車:0,3房2廳1衛,24.992943,121.452191,7,11,0.636363636,3,2,1,0,0,0,2025Q2,21-30,2025-05,2679.527459,61.62574805,11,25,131.9315767,194.7437376,195.7313292,1,2,691.6128575,848.5580896,1020.994981,0,0,1825.125708,2284.459538,43.57864982,3,3,151.6546671,575.6191793,431.4249049,4,7,470.5781117,537.3997416,485.165893,1,2,878.4830721,1242.549256,293.8204736,4,5,346.8248034,493.4487031,1092.649777,0,0,1628.242253,1844.350579,1709.539154,0,0,1843.890461,2048.543496,,,,,,,,,,,154.81,1514
板橋,板橋區民生路三段１８８號十六樓之５,民生新埔,5/13/2025,1558,77.52,20.1,0.5459,12,十六層/二十六層,土:2 建:1車:0,2房2廳1衛,25.02915,121.465302,16,26,0.615384615,2,2,1,0,0,0,2025Q2,11月20日,2025-05,1652.887603,212.5502327,21,72,234.4914024,248.3043071,312.8148713,2,6,503.3712787,672.2096981,385.4046039,1,3,571.9604141,981.6109769,261.2679759,2,7,454.3242659,615.2980122,580.6646184,0,8,701.8096297,743.4002469,244.014375,3,10,327.3451264,462.6299423,242.0826698,1,10,498.6725603,593.9401171,535.4359196,0,4,665.9139995,884.1422691,459.0103706,1,2,989.7165128,1268.632681,,,,,,,,,,,154.81,1515
